"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Half dead","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.03","0.03","154","0.18","2016-02-04","434730"
"The Chosen RPG","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","113","0.16","2016-02-04","434420"
"Evochron Legacy (Foil)","0","0","5","0","7.40","7.40","1.48","0.14","90.5","0.14","1.29","7","0.21","2016-02-03","398170"
"Lost Castle (Foil)","0","0","5","0","0.59","0.59","0.12","0.05","58.3","0.04","0.04","101","0.16","2016-02-03","434650"
"Evochron Legacy","0","0","5","0","0.41","0.41","0.08","0.14","-75.0","0.14","1.29","54","0.21","2016-02-03","398170"
"Lost Castle","0","0","5","0","0.31","0.31","0.06","0.05","16.7","0.04","0.04","816","0.16","2016-02-03","434650"
"Dead6hot (Foil)","0","0","5","0","0.36","0.36","0.07","0.04","42.9","0.03","0.03","30","0.16","2016-02-03","438030"
"Dead6hot","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.03","0.03","357","0.16","2016-02-03","438030"
"American Truck Simulator (Foil)","0","0","8","0","2.15","2.15","0.27","0.05","81.5","0.05","0.05","107","0.28","2016-02-02","270880"
"The Jackbox Party Pack (Foil)","0","0","6","0","1.12","1.12","0.19","0.07","63.2","0.05","0.05","27","0.16","2016-02-02","331670"
"American Truck Simulator","0","0","8","0","0.60","0.60","0.08","0.05","37.5","0.05","0.05","2115","0.28","2016-02-02","270880"
"The Jackbox Party Pack","0","0","6","0","0.37","0.37","0.06","0.07","-16.7","0.05","0.05","236","0.16","2016-02-02","331670"
"Hero Defense (Foil)","0","0","8","0","3.11","3.11","0.39","0.04","89.7","0.05","0.04","16","0.17","2016-02-02","423620"
"Hero Defense","0","0","8","0","0.39","0.39","0.05","0.04","20.0","0.05","0.04","176","0.17","2016-02-02","423620"
"Breakneck (Foil)","0","0","6","0","192.92","192.92","32.15","0.39","98.8","0.26","0.22","3","0.21","2016-02-02","432940"
"Islet Online (Foil)","0","0","5","0","128.21","128.21","25.64","0.23","99.1","4.86","0.07","3","0.47","2016-02-02","428180"
"Dungeonbowl Knockout Edition (Foil)","0","0","10","0","50.27","50.27","5.03","0.04","99.2","0.07","1.50","3","0.22","2016-02-02","209390"
"3DF Zephyr Lite Steam Edition (Foil)","0","0","6","0","25.62","25.62","4.27","N/A","0.0","2.98","11.52","1","1.70","2016-02-02","438450"
"Feesh (Foil)","0","0","6","0","16.69","16.69","2.78","0.72","74.1","8.40","0.47","3","0.44","2016-02-02","415240"
"3DF Zephyr Lite Steam Edition","0","0","6","0","3.88","3.88","0.65","N/A","0.0","2.98","11.52","13","1.70","2016-02-02","438450"
"Islet Online","0","0","5","0","0.92","0.92","0.18","0.23","-27.8","4.86","0.07","32","0.47","2016-02-02","428180"
"Feesh","0","0","6","0","0.99","0.99","0.17","0.72","-323.5","8.40","0.47","24","0.44","2016-02-02","415240"
"Breakneck","0","0","6","0","0.47","0.47","0.08","0.39","-387.5","0.26","0.22","27","0.21","2016-02-02","432940"
"Dungeonbowl Knockout Edition","0","0","10","0","0.55","0.55","0.05","0.04","20.0","0.07","1.50","49","0.22","2016-02-02","209390"
"Tales of Symphonia (Foil)","0","0","9","0","11.21","11.21","1.25","0.08","93.6","0.06","0.16","26","0.35","2016-02-01","372360"
"Nebula Online (Foil)","0","0","6","0","0.52","0.52","0.09","0.04","55.6","0.03","0.03","89","0.13","2016-02-01","368750"
"Tales of Symphonia","0","0","9","0","0.70","0.70","0.08","0.08","0.0","0.06","0.16","144","0.35","2016-02-01","372360"
"Nebula Online","0","0","6","0","0.31","0.31","0.05","0.04","20.0","0.03","0.03","2886","0.13","2016-02-01","368750"
"FullBlast (Foil)","0","0","12","0","37.62","37.62","3.14","0.10","96.8","0.54","0.13","3","0.42","2016-02-01","429220"
"Pills4Skills (Foil)","0","0","5","0","4.52","4.52","0.90","0.08","91.1","0.03","0.03","4","0.23","2016-02-01","427770"
"The Age of Decadence (Foil)","0","0","9","0","2.32","2.32","0.26","0.04","84.6","0.05","0.05","19","0.22","2016-02-01","230070"
"Pills4Skills","0","0","5","0","0.45","0.45","0.09","0.08","11.1","0.03","0.03","57","0.23","2016-02-01","427770"
"FullBlast","0","0","12","0","0.90","0.90","0.08","0.10","-25.0","0.54","0.13","32","0.42","2016-02-01","429220"
"The Age of Decadence","0","0","9","0","0.41","0.41","0.05","0.04","20.0","0.05","0.05","274","0.22","2016-02-01","230070"
"Syberia 2 (Foil)","0","0","9","0","1.09","1.09","0.12","0.03","75.0","0.03","0.03","18","0.22","2016-02-01","46510"
"Syberia 2","0","0","9","0","0.43","0.43","0.05","0.03","40.0","0.03","0.03","265","0.22","2016-02-01","46510"
"Mystic Saga (Foil)","0","0","6","0","1.79","1.79","0.30","0.14","53.3","0.15","0.07","6","0.21","2016-02-01","415840"
"Mystic Saga","0","0","6","0","0.48","0.48","0.08","0.14","-75.0","0.15","0.07","17","0.21","2016-02-01","415840"
"Tyler (Foil)","0","0","5","0","5.53","5.53","1.11","0.05","95.5","0.05","0.03","5","0.21","2016-01-31","390460"
"Tyler","0","0","5","0","0.39","0.39","0.08","0.05","37.5","0.05","0.03","55","0.21","2016-01-31","390460"
"Cobalt (Foil)","0","0","7","0","23.03","23.03","3.29","0.07","97.9","0.17","0.25","4","0.35","2016-01-31","357340"
"Cobalt","0","0","7","0","0.67","0.67","0.10","0.07","30.0","0.17","0.25","39","0.35","2016-01-31","357340"
"Bear Haven Nights (Foil)","0","0","6","0","10.06","10.06","1.68","0.09","94.6","0.06","0.03","7","0.23","2016-01-30","434220"
"Bear Haven Nights","0","0","6","0","0.53","0.53","0.09","0.09","0.0","0.06","0.03","103","0.23","2016-01-30","434220"
"Operation: Matriarchy (Foil)","0","0","5","0","8.15","8.15","1.63","0.04","97.5","0.20","0.06","7","0.21","2016-01-30","435420"
"Operation: Matriarchy","0","0","5","0","0.39","0.39","0.08","0.04","50.0","0.20","0.06","22","0.21","2016-01-30","435420"
"Rusty Lake Hotel (Foil)","0","0","7","0","1.80","1.80","0.26","0.05","80.8","0.05","0.04","24","0.24","2016-01-30","435120"
"Rusty Lake Hotel","0","0","7","0","0.46","0.46","0.07","0.05","28.6","0.05","0.04","248","0.24","2016-01-30","435120"
"Fortified (Foil)","0","0","6","0","0.38","0.38","0.06","0.03","50.0","0.03","0.03","37","0.13","2016-01-29","334210"
"Fortified","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.03","0.03","1505","0.13","2016-01-29","334210"
"Survive Me Miolhr (Foil)","0","0","5","0","8.80","8.80","1.76","0.08","95.5","0.03","0.04","5","0.21","2016-01-29","418430"
"Perraw - FPS Clone War (Foil)","0","0","5","0","5.75","5.75","1.15","N/A","0.0","0.03","0.03","20","1.59","2016-01-29","409340"
"Perraw - FPS Clone War","0","0","5","0","3.07","3.07","0.61","N/A","0.0","0.03","0.03","32","1.59","2016-01-29","409340"
"Survive Me Miolhr","0","0","5","0","0.38","0.38","0.08","0.08","0.0","0.03","0.04","50","0.21","2016-01-29","418430"
"MOAI 3: Trade Mission Collector's Edition (Foil)","0","0","5","0","42.38","42.38","8.48","0.16","98.1","1.46","0.64","2","0.29","2016-01-29","437060"
"MOAI 3: Trade Mission Collector's Edition","0","0","5","0","0.53","0.53","0.11","0.16","-45.5","1.46","0.64","31","0.29","2016-01-29","437060"
"Pythagoria (Foil)","0","0","5","0","34.57","34.57","6.91","0.20","97.1","0.22","0.65","2","0.39","2016-01-29","434620"
"Pythagoria","0","0","5","0","0.74","0.74","0.15","0.20","-33.3","0.22","0.65","16","0.39","2016-01-29","434620"
"Sebastien Loeb Rally EVO (Foil)","0","0","6","0","9.08","9.08","1.51","0.12","92.1","0.07","0.39","6","0.21","2016-01-29","355060"
"Defunct (Foil)","0","0","6","0","2.02","2.02","0.34","0.06","82.4","0.03","0.07","5","0.23","2016-01-29","359350"
"Defunct","0","0","6","0","0.52","0.52","0.09","0.06","33.3","0.03","0.07","45","0.23","2016-01-29","359350"
"Sebastien Loeb Rally EVO","0","0","6","0","0.47","0.47","0.08","0.12","-50.0","0.07","0.39","64","0.21","2016-01-29","355060"
"Super Mustache (Foil)","0","0","5","0","0.38","0.38","0.08","0.04","50.0","0.04","0.03","113","0.16","2016-01-29","438180"
"Super Mustache","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.04","0.03","509","0.16","2016-01-29","438180"
"ADOM (Ancient Domains Of Mystery) (Foil)","0","0","5","0","11.03","11.03","2.21","0.08","96.4","0.75","0.16","10","0.21","2016-01-29","333300"
"ADOM (Ancient Domains Of Mystery)","0","0","5","0","0.42","0.42","0.08","0.08","0.0","0.75","0.16","89","0.21","2016-01-29","333300"
"RPG MO (Foil)","0","0","7","0","27.52","27.52","3.93","0.17","95.7","0.81","1.16","7","0.35","2016-01-28","372800"
"Planet R-12 (Foil)","0","0","5","0","0.60","0.60","0.12","0.05","58.3","0.03","0.03","11","0.18","2016-01-28","408110"
"RPG MO","0","0","7","0","0.72","0.72","0.10","0.17","-70.0","0.81","1.16","42","0.35","2016-01-28","372800"
"Planet R-12","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.03","0.03","64","0.18","2016-01-28","408110"
"Plantera (Foil)","0","0","12","0","2.26","2.26","0.19","0.04","78.9","0.15","0.03","18","0.26","2016-01-28","421040"
"It's Spring Again (Foil)","0","0","5","0","0.51","0.51","0.10","0.04","60.0","0.04","0.03","18","0.16","2016-01-28","434210"
"It's Spring Again","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.04","0.03","490","0.16","2016-01-28","434210"
"Plantera","0","0","12","0","0.55","0.55","0.05","0.04","20.0","0.15","0.03","209","0.26","2016-01-28","421040"
"Eventide: Slavic Fable (Foil)","0","0","5","0","3.16","3.16","0.63","0.05","92.1","0.03","0.32","12","0.21","2016-01-28","406870"
"Rise of the Tomb Raider (Foil)","0","0","6","0","1.05","1.05","0.18","0.05","72.2","0.05","0.05","186","0.18","2016-01-28","391220"
"Eventide: Slavic Fable","0","0","5","0","0.38","0.38","0.08","0.05","37.5","0.03","0.32","98","0.21","2016-01-28","406870"
"Rise of the Tomb Raider","0","0","6","0","0.42","0.42","0.07","0.05","28.6","0.05","0.05","4008","0.18","2016-01-28","391220"
"Sunless Sea (Foil)","0","0","6","0","1.65","1.65","0.27","0.04","85.2","0.05","0.06","42","0.13","2016-01-28","304650"
"Sunless Sea","0","0","6","0","0.31","0.31","0.05","0.04","20.0","0.05","0.06","370","0.13","2016-01-28","304650"
"Incredible Dracula: Chasing Love Collector's Edition (Foil)","0","0","6","0","46.15","46.15","7.69","0.16","97.9","0.19","0.09","3","0.18","2016-01-28","435040"
"Incredible Dracula: Chasing Love Collector's Edition","0","0","6","0","0.43","0.43","0.07","0.16","-128.6","0.19","0.09","33","0.18","2016-01-28","435040"
"The Lost Battalion: All Out Warfare (Foil)","0","0","5","0","1.61","1.61","0.32","0.04","87.5","0.24","0.03","16","0.18","2016-01-27","364890"
"Surfingers (Foil)","0","0","5","0","0.40","0.40","0.08","0.04","50.0","0.03","0.03","18","0.16","2016-01-27","438080"
"The Lost Battalion: All Out Warfare","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.24","0.03","48","0.18","2016-01-27","364890"
"Surfingers","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.03","0.03","57","0.16","2016-01-27","438080"
"White Mirror (Foil)","0","0","7","0","0.44","0.44","0.06","0.03","50.0","0.04","0.03","29","0.17","2016-01-27","428630"
"White Mirror","0","0","7","0","0.33","0.33","0.05","0.03","40.0","0.04","0.03","715","0.17","2016-01-27","428630"
"The Order of the Thorne - The King's Challenge (Foil)","0","0","7","0","37.82","37.82","5.40","N/A","0.0","0.11","0.32","2","0.35","2016-01-27","425600"
"The Order of the Thorne - The King's Challenge","0","0","7","0","0.71","0.71","0.10","N/A","0.0","0.11","0.32","18","0.35","2016-01-27","425600"
"Habitat (Foil)","0","0","6","0","20.73","20.73","3.46","0.11","96.8","0.80","0.25","4","0.21","2016-01-26","299340"
"Warhammer 40,000: Eternal Crusade (Foil)","0","0","9","0","9.22","9.22","1.02","0.04","96.1","0.08","0.29","17","0.30","2016-01-26","375230"
"Empire of the Gods (Foil)","0","0","5","0","2.06","2.06","0.41","0.07","82.9","0.03","0.03","6","0.21","2016-01-26","436140"
"Empire of the Gods","0","0","5","0","0.41","0.41","0.08","0.07","12.5","0.03","0.03","32","0.21","2016-01-26","436140"
"Habitat","0","0","6","0","0.47","0.47","0.08","0.11","-37.5","0.80","0.25","32","0.21","2016-01-26","299340"
"Warhammer 40,000: Eternal Crusade","0","0","9","0","0.67","0.67","0.07","0.04","42.9","0.08","0.29","110","0.30","2016-01-26","375230"
"Super Mega Bob (Foil)","0","0","6","0","8.83","8.83","1.47","0.93","36.7","0.34","0.17","6","0.18","2016-01-26","391960"
"Swiftly (Foil)","0","0","5","0","0.75","0.75","0.15","0.05","66.7","0.03","0.03","14","0.21","2016-01-26","418610"
"Swiftly","0","0","5","0","0.41","0.41","0.08","0.05","37.5","0.03","0.03","45","0.21","2016-01-26","418610"
"Super Mega Bob","0","0","6","0","0.40","0.40","0.07","0.93","-1,228.6","0.34","0.17","62","0.18","2016-01-26","391960"
"Monumental (Foil)","0","0","6","0","7.41","7.41","1.24","0.08","93.5","0.61","0.32","5","0.21","2016-01-26","432610"
"Monumental","0","0","6","0","0.46","0.46","0.08","0.08","0.0","0.61","0.32","23","0.21","2016-01-26","432610"
"CALENDULA (Foil)","0","0","6","0","21.40","21.40","3.57","0.51","85.7","20.75","0.85","4","0.26","2016-01-26","427810"
"BATTLE PIXELS (Foil)","0","0","10","0","1.65","1.65","0.16","0.03","81.3","0.03","0.13","23","0.22","2016-01-26","434500"
"CALENDULA","0","0","6","0","0.62","0.62","0.10","0.51","-410.0","20.75","0.85","21","0.26","2016-01-26","427810"
"BATTLE PIXELS","0","0","10","0","0.49","0.49","0.05","0.03","40.0","0.03","0.13","112","0.22","2016-01-26","434500"
"Street Warriors Online (Foil)","0","0","7","0","9.85","9.85","1.41","0.09","93.6","0.13","0.18","4","0.52","2016-01-25","417910"
"Street Warriors Online","0","0","7","0","1.07","1.07","0.15","0.09","40.0","0.13","0.18","24","0.52","2016-01-25","417910"
"Rencounter (Foil)","0","0","6","0","0.75","0.75","0.12","0.04","66.7","0.03","0.03","16","0.13","2016-01-25","431810"
"Rencounter","0","0","6","0","0.31","0.31","0.05","0.04","20.0","0.03","0.03","124","0.13","2016-01-25","431810"
"Crashlands (Foil)","0","0","6","0","2.55","2.55","0.42","0.04","90.5","0.06","0.05","20","0.16","2016-01-25","391730"
"Biodrone Battle (Foil)","0","0","5","0","1.16","1.16","0.23","0.04","82.6","0.03","0.03","9","0.18","2016-01-25","377290"
"Biodrone Battle","0","0","5","0","0.36","0.36","0.07","0.04","42.9","0.03","0.03","45","0.18","2016-01-25","377290"
"Crashlands","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.06","0.05","183","0.16","2016-01-25","391730"
"Geek Resort (Foil)","0","0","6","0","143.10","143.10","23.85","N/A","0.0","0.49","1.41","1","0.99","2016-01-24","370560"
"Geek Resort","0","0","6","0","2.25","2.25","0.38","N/A","0.0","0.49","1.41","16","0.99","2016-01-24","370560"
"The Rise of Chubtan (Foil)","0","0","5","0","71.85","71.85","14.37","0.36","97.5","1.20","0.47","2","0.39","2016-01-23","396010"
"The Rise of Chubtan","0","0","5","0","0.74","0.74","0.15","0.36","-140.0","1.20","0.47","14","0.39","2016-01-23","396010"
"Space Moth DX (Foil)","0","0","5","0","12.46","12.46","2.49","0.08","96.8","0.04","0.15","7","0.29","2016-01-23","425340"
"Space Moth DX","0","0","5","0","0.56","0.56","0.11","0.08","27.3","0.04","0.15","31","0.29","2016-01-23","425340"
"Starward Rogue (Foil)","0","0","5","0","2.37","2.37","0.47","0.06","87.2","0.04","0.22","10","0.21","2016-01-22","410820"
"Between Me and The Night (Foil)","0","0","12","0","3.39","3.39","0.28","0.02","92.9","0.03","0.03","11","0.21","2016-01-22","285070"
"Starward Rogue","0","0","5","0","0.38","0.38","0.08","0.06","25.0","0.04","0.22","85","0.21","2016-01-22","410820"
"Between Me and The Night","0","0","12","0","0.51","0.51","0.04","0.02","50.0","0.03","0.03","269","0.21","2016-01-22","285070"
"Drawn: Dark Flight (Foil)","0","0","9","0","53.60","53.60","5.96","0.16","97.3","0.32","0.10","7","0.70","2016-01-22","433360"
"Death by Game Show (Foil)","0","0","6","0","7.15","7.15","1.19","0.05","95.8","0.06","0.10","7","0.18","2016-01-22","409730"
"Drawn: Dark Flight","0","0","9","0","1.48","1.48","0.16","0.16","0.0","0.32","0.10","57","0.70","2016-01-22","433360"
"Death by Game Show","0","0","6","0","0.42","0.42","0.07","0.05","28.6","0.06","0.10","35","0.18","2016-01-22","409730"
"House of Hell (Foil)","0","0","8","0","631.96","631.96","78.99","N/A","0.0","0.52","0.08","3","0.38","2016-01-21","419810"
"Magician's Apprentice (Foil)","0","0","6","0","8.94","8.94","1.49","0.14","90.6","1.35","130.69","2","0.47","2016-01-21","397360"
"Magician's Apprentice","0","0","6","0","1.06","1.06","0.18","0.14","22.2","1.35","130.69","16","0.47","2016-01-21","397360"
"House of Hell","0","0","8","0","0.90","0.90","0.11","N/A","0.0","0.52","0.08","19","0.38","2016-01-21","419810"
"Marcus Level (Foil)","0","0","15","0","12.91","12.91","0.86","0.03","96.5","0.97","0.08","6","0.35","2016-01-21","417480"
"Marcus Level","0","0","15","0","0.75","0.75","0.05","0.03","40.0","0.97","0.08","50","0.35","2016-01-21","417480"
"5089: The Action RPG (Foil)","0","0","5","0","5.15","5.15","1.03","0.10","90.3","0.74","0.13","4","0.23","2016-01-21","414510"
"5089: The Action RPG","0","0","5","0","0.45","0.45","0.09","0.10","-11.1","0.74","0.13","30","0.23","2016-01-21","414510"
"Crudelis (Foil)","0","0","6","0","15.80","15.80","2.63","N/A","0.0","0.64","0.51","2","0.26","2016-01-20","424010"
"Wooden Floor 2 - Resurrection (Foil)","0","0","5","0","1.84","1.84","0.37","0.05","86.5","0.24","0.05","7","0.21","2016-01-20","433790"
"Sirius Online (Foil)","0","0","8","0","1.81","1.81","0.23","0.04","82.6","0.03","0.21","8","0.21","2016-01-20","368720"
"Crudelis","0","0","6","0","0.57","0.57","0.10","N/A","0.0","0.64","0.51","14","0.26","2016-01-20","424010"
"Wooden Floor 2 - Resurrection","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.24","0.05","46","0.21","2016-01-20","433790"
"Sirius Online","0","0","8","0","0.46","0.46","0.06","0.04","33.3","0.03","0.21","97","0.21","2016-01-20","368720"
"Slybots: Frantic Zone (Foil)","0","0","5","0","1,805.93","1,805.93","361.19","N/A","0.0","0.93","0.70","1","0.68","2016-01-20","384100"
"Solitaire Christmas. Match 2 Cards (Foil)","0","0","5","0","2.31","2.31","0.46","0.06","87.0","0.06","0.12","25","0.18","2016-01-20","428510"
"Slybots: Frantic Zone","0","0","5","0","1.29","1.29","0.26","N/A","0.0","0.93","0.70","9","0.68","2016-01-20","384100"
"Solitaire Christmas. Match 2 Cards","0","0","5","0","0.37","0.37","0.07","0.06","14.3","0.06","0.12","68","0.18","2016-01-20","428510"
"The Minotaur (Foil)","0","0","7","0","1.65","1.65","0.24","0.06","75.0","0.03","0.16","10","0.21","2016-01-20","412540"
"The Minotaur","0","0","7","0","0.41","0.41","0.06","0.06","0.0","0.03","0.16","32","0.21","2016-01-20","412540"
"Rabi-Ribi (Foil)","0","0","15","0","27.13","27.13","1.81","0.06","96.7","0.08","0.95","16","0.49","2016-01-20","400910"
"Rabi-Ribi","0","0","15","0","1.09","1.09","0.07","0.06","14.3","0.08","0.95","204","0.49","2016-01-20","400910"
"Catacombs of the Undercity (Foil)","0","0","6","0","47.29","47.29","7.88","0.39","95.1","0.10","0.45","3","0.29","2016-01-20","352440"
"Catacombs of the Undercity","0","0","6","0","0.68","0.68","0.11","0.39","-254.5","0.10","0.45","26","0.29","2016-01-20","352440"
"Another Star (Foil)","0","0","8","0","44.30","44.30","5.54","N/A","0.0","0.53","0.10","2","0.21","2016-01-19","358030"
"Highschool Romance (Foil)","0","0","5","0","16.60","16.60","3.32","0.27","91.9","0.05","0.15","8","0.50","2016-01-19","398100"
"Highschool Romance","0","0","5","0","0.93","0.93","0.19","0.27","-42.1","0.05","0.15","59","0.50","2016-01-19","398100"
"Another Star","0","0","8","0","0.48","0.48","0.06","N/A","0.0","0.53","0.10","45","0.21","2016-01-19","358030"
"Deathstate (Foil)","0","0","9","0","28.01","28.01","3.11","0.03","99.0","0.58","0.77","6","0.26","2016-01-19","402120"
"Deathstate","0","0","9","0","0.54","0.54","0.06","0.03","50.0","0.58","0.77","56","0.26","2016-01-19","402120"
"Exile's End (Foil)","0","0","5","0","178.68","178.68","35.73","0.40","98.9","1.75","3.27","1","0.50","2016-01-19","382130"
"A Boy and His Blob (Foil)","0","0","13","0","5.70","5.70","0.44","0.03","93.2","0.07","0.11","11","0.30","2016-01-19","281200"
"Exile's End","0","0","5","0","0.96","0.96","0.19","0.40","-110.5","1.75","3.27","16","0.50","2016-01-19","382130"
"A Boy and His Blob","0","0","13","0","0.63","0.63","0.05","0.03","40.0","0.07","0.11","173","0.30","2016-01-19","281200"
"Shooting Stars! (Foil)","0","0","6","0","0.95","0.95","0.16","0.04","75.0","0.06","0.03","18","0.16","2016-01-19","415350"
"Shooting Stars!","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.06","0.03","110","0.16","2016-01-19","415350"
"Dinocide (Foil)","0","0","5","0","40.79","40.79","8.16","0.07","99.1","0.04","0.33","5","0.23","2016-01-18","423900"
"Dinocide","0","0","5","0","0.47","0.47","0.09","0.07","22.2","0.04","0.33","44","0.23","2016-01-18","423900"
"Fuego! (Foil)","0","0","8","0","26.48","26.48","3.31","0.23","93.1","0.94","1.57","2","0.52","2016-01-18","356100"
"Fuego!","0","0","8","0","1.23","1.23","0.15","0.23","-53.3","0.94","1.57","18","0.52","2016-01-18","356100"
"Sinless (Foil)","0","0","6","0","0.92","0.92","0.15","0.04","73.3","0.03","0.03","10","0.16","2016-01-18","340320"
"Sinless","0","0","6","0","0.37","0.37","0.06","0.04","33.3","0.03","0.03","79","0.16","2016-01-18","340320"
"Slipstream 5000 (Foil)","0","0","5","0","0.41","0.41","0.08","0.04","50.0","0.03","0.03","24","0.18","2016-01-18","306350"
"Slipstream 5000","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","130","0.18","2016-01-18","306350"
"The Fall of the Dungeon Guardians (Foil)","0","0","12","0","35.25","35.25","2.94","0.04","98.6","0.14","0.10","8","0.26","2016-01-17","409450"
"The Fall of the Dungeon Guardians","0","0","12","0","0.58","0.58","0.05","0.04","20.0","0.14","0.10","108","0.26","2016-01-17","409450"
"No One But You (Foil)","0","0","6","0","132.91","132.91","22.15","0.19","99.1","0.09","0.88","4","0.39","2016-01-16","367020"
"No One But You","0","0","6","0","0.90","0.90","0.15","0.19","-26.7","0.09","0.88","43","0.39","2016-01-16","367020"
"Herding Dog (Foil)","0","0","6","0","3.19","3.19","0.53","0.05","90.6","2.67","0.20","5","0.16","2016-01-16","409290"
"The Deadly Tower of Monsters (Foil)","0","0","8","0","2.01","2.01","0.25","0.04","84.0","0.04","0.04","14","0.21","2016-01-16","353700"
"The Deadly Tower of Monsters","0","0","8","0","0.44","0.44","0.06","0.04","33.3","0.04","0.04","161","0.21","2016-01-16","353700"
"Herding Dog","0","0","6","0","0.37","0.37","0.06","0.05","16.7","2.67","0.20","29","0.16","2016-01-16","409290"
"Bit Blaster XL (Foil)","0","0","5","0","0.46","0.46","0.09","0.04","55.6","0.03","0.03","32","0.16","2016-01-16","433950"
"Bit Blaster XL","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.03","0.03","327","0.16","2016-01-16","433950"
"Chef Solitaire: USA (Foil)","0","0","6","0","90.47","90.47","15.08","0.23","98.5","0.11","0.04","4","0.18","2016-01-16","432190"
"The Aquatic Adventure of the Last Human (Foil)","0","0","11","0","12.68","12.68","1.15","0.16","86.1","0.08","1.03","4","0.26","2016-01-16","401360"
"Chef Solitaire: USA","0","0","6","0","0.42","0.42","0.07","0.23","-228.6","0.11","0.04","34","0.18","2016-01-16","432190"
"The Aquatic Adventure of the Last Human","0","0","11","0","0.54","0.54","0.05","0.16","-220.0","0.08","1.03","47","0.26","2016-01-16","401360"
"Reverse x Reverse (Foil)","0","0","5","0","39.21","39.21","7.84","0.20","97.4","0.20","1.59","3","0.44","2016-01-16","413580"
"Tobari and the Night of the Curious Moon (Foil)","0","0","6","0","9.52","9.52","1.59","0.17","89.3","0.15","1.03","4","0.47","2016-01-16","368140"
"Bladestar (Foil)","0","0","10","0","11.80","11.80","1.18","0.03","97.5","0.04","0.03","6","0.22","2016-01-16","424760"
"BlastZone 2 (Foil)","0","0","11","0","9.55","9.55","0.87","0.04","95.4","0.04","0.03","4","0.26","2016-01-16","349260"
"Zombie Wars: Invasion (Foil)","0","0","5","0","3.11","3.11","0.62","0.09","85.5","0.03","0.03","7","0.21","2016-01-16","429060"
"Watch_Dogs (Foil)","0","0","6","0","2.68","2.68","0.45","0.07","84.4","0.05","0.05","53","0.23","2016-01-16","243470"
"Silence of the Sleep (Foil)","0","0","5","0","1.74","1.74","0.35","0.05","85.7","0.03","0.11","12","0.18","2016-01-16","321870"
"Tobari and the Night of the Curious Moon","0","0","6","0","1.08","1.08","0.18","0.17","5.6","0.15","1.03","26","0.47","2016-01-16","368140"
"Reverse x Reverse","0","0","5","0","0.86","0.86","0.17","0.20","-17.6","0.20","1.59","25","0.44","2016-01-16","413580"
"Silver Knight (Foil)","0","0","5","0","0.53","0.53","0.11","0.05","54.5","0.03","0.03","14","0.21","2016-01-16","432170"
"Watch_Dogs","0","0","6","0","0.54","0.54","0.09","0.07","22.2","0.05","0.05","647","0.23","2016-01-16","243470"
"Silver Knight","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.03","0.03","67","0.21","2016-01-16","432170"
"Zombie Wars: Invasion","0","0","5","0","0.38","0.38","0.08","0.09","-12.5","0.03","0.03","101","0.21","2016-01-16","429060"
"Silence of the Sleep","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.03","0.11","49","0.18","2016-01-16","321870"
"BlastZone 2","0","0","11","0","0.56","0.56","0.05","0.04","20.0","0.04","0.03","94","0.26","2016-01-16","349260"
"Bladestar","0","0","10","0","0.49","0.49","0.05","0.03","40.0","0.04","0.03","84","0.22","2016-01-16","424760"
"Vector Thrust (Foil)","0","0","10","0","28.60","28.60","2.86","0.08","97.2","2.78","0.33","5","0.26","2016-01-15","242130"
"Vector Thrust","0","0","10","0","0.63","0.63","0.06","0.08","-33.3","2.78","0.33","63","0.26","2016-01-15","242130"
"Pro Cycling Manager 2015 (Foil)","0","0","5","0","7.65","7.65","1.53","0.08","94.8","0.09","0.09","8","0.26","2016-01-15","322850"
"Pro Cycling Manager 2015","0","0","5","0","0.49","0.49","0.10","0.08","20.0","0.09","0.09","71","0.26","2016-01-15","322850"
"Sydney's World (Foil)","0","0","6","0","31.59","31.59","5.26","N/A","0.0","1.63","0.66","3","0.37","2016-01-15","362160"
"Sydney's World","0","0","6","0","0.87","0.87","0.14","N/A","0.0","1.63","0.66","21","0.37","2016-01-15","362160"
"Six Sides of the World (Foil)","0","0","6","0","40.01","40.01","6.67","0.09","98.7","0.09","0.06","5","0.26","2016-01-14","384480"
"Six Sides of the World","0","0","6","0","0.58","0.58","0.10","0.09","10.0","0.09","0.06","29","0.26","2016-01-14","384480"
